altitudeMode;Číslo komunikace;Číslo uzlu;Datum dokumentace;description;Fotografie detail;Fotografie polohy;Fotografie stavu;gid;Hloubka odtoku;Hloubka přítoku;Hloubka uzlu;Hloubka vpusti;Katastrální území;Kraj;Latitude;Longitude;Materiál lapače;Materiál odtoku;Materiál přítoku;Materiál uzlu;Name;Napojení;Objednatel;Odtok;Osazeno lapačem;Označení stoky;Označení zakázky;Poloha uzlu;Poloha vpusti;Poznámka;Přípojky dno počet;Přípojky stěna;Přítok;Rám a poklop;Rozměr odtoku;Rozměr poklopu;Rozměr přítoku;Rozměr uzlu;Správce uzlu;Stav lapače;Stav uzlu;Stav vpusti;Stranové umístění;Stupadla;Tvar poklopu;typ DUN;Typ uzlu;Vodoprávní úřad;x;y
XXXXX;silnice;cislo;datum_sber;XXXXX;foto_detail;foto_poloha;foto_stav;XXXXX;hloub_odt;hloub_pri;hloubka;hloub_vps;k_u;kraj;XXXXX;XXXXX;lap_mat;mat_odtok;mat_pritok;mat_uzlu;XXXXX;napojeni;XXXXX;odtok;osaz_lap;ozn_stoky;ozn_zak;poloha_uzl;poloha_vps;poznamka_1;prip_dno;prip_stena;pritok;ram_a_pokl;rozmer_odt;rozmer_pok;rozmer_prt;rozmer;spravce;stav_lap;stav_uzl;stav_vps;stran_umisteni;stupadla;tvar_pokl;typ_DUN;druh;vod_urad;WGS-84N;WGS-84L
